line_year,year,chamber,contest,file,district,baseline_usable,baseline_statewide_vote_ratio,candidate_statewide_complete,production_margin_pct,staged_margin_pct,staged_minus_production_pp,production_winner,staged_winner,winner_flip,production_total_votes,staged_total_votes,staged_minus_production_votes,linked_urban_votes,linked_urban_share_of_staged_pct,direct_vtd_linked_votes,historical_plan_cell_linked_votes,historical_plan_cell_share_pct,top_linked_urban_counties,linkage_method_mix,disposition,reason,rank_score
2022,2004,state_house,governor,state_house_governor_2004.json,105,True,1.000003,True,6.07,5.98,-0.09,REP,REP,False,29526,27168,-2358,18170,66.88,18170,0,0.0,MECKLENBURG:18170 (100.0%),direct_sf1_vtd:18170 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.6872
2024,2004,state_senate,governor,state_senate_governor_2004.json,27,True,0.999999,True,-15.96,-16.94,-0.98,DEM,DEM,False,78595,75840,-2755,45240,59.65,39284,5956,13.17,GUILFORD:45240 (100.0%),direct_sf1_vtd:39284 (86.8%); historical_plan_cell:5956 (13.2%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.6811
2024,2004,state_house,president,state_house_president_2004.json,30,True,0.999897,True,-44.9,-44.53,0.37,DEM,DEM,False,39268,36714,-2554,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.6708
2024,2004,state_house,governor,state_house_governor_2004.json,68,True,0.999996,True,25.03,26.18,1.15,REP,REP,False,14666,14285,-381,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.6696
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,14,True,1.000001,True,-16.18,-16.69,-0.51,DEM,DEM,False,38145,35963,-2182,31901,88.7,22466,9435,29.58,WAKE:31901 (100.0%),direct_sf1_vtd:22466 (70.4%); historical_plan_cell:9435 (29.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.6541
2024,2004,state_house,governor,state_house_governor_2004.json,1,True,0.999996,True,-12.38,-13.71,-1.33,DEM,DEM,False,32206,31690,-516,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.6504
2022,2004,state_senate,president,state_senate_president_2004.json,15,True,0.999997,True,-6.67,-8.02,-1.35,DEM,DEM,False,80027,78904,-1123,52424,66.44,46889,5534,10.56,WAKE:52424 (100.0%),direct_sf1_vtd:46889 (89.4%); historical_plan_cell:5534 (10.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.6307
2022,2004,state_house,president,state_house_president_2004.json,21,True,1.000002,True,12.99,11.74,-1.25,REP,REP,False,9740,9912,172,6718,67.77,2034,4684,69.72,WAKE:6718 (100.0%),historical_plan_cell:4684 (69.7%); direct_sf1_vtd:2034 (30.3%),review,Most linked urban votes use a shared historical plan-cell allocation.,1.6032
2022,2004,state_house,president,state_house_president_2004.json,109,True,1.000002,True,36.07,34.48,-1.59,REP,REP,False,25252,25250,-2,19181,75.97,19181,0,0.0,GASTON:19181 (100.0%),direct_sf1_vtd:19181 (100.0%),production_calibration_review,Production margin was manually calibrated; this is not a clean geometry comparison.,1.5916
2024,2004,state_house,governor,state_house_governor_2004.json,51,True,0.999996,True,-11.74,-10.65,1.09,DEM,DEM,False,26706,26040,-666,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.5888
2024,2004,state_house,president,state_house_president_2004.json,118,True,0.999897,True,13.58,12.0,-1.58,REP,REP,False,35395,35387,-8,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.5845
2022,2004,state_house,governor,state_house_governor_2004.json,103,True,1.000003,True,12.27,11.98,-0.29,REP,REP,False,35909,38233,2324,25584,66.91,25584,0,0.0,MECKLENBURG:25584 (100.0%),direct_sf1_vtd:25584 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.5844
2022,2004,state_house,president,state_house_president_2004.json,103,True,1.000002,True,31.68,31.42,-0.26,REP,REP,False,35963,38285,2322,25780,67.34,25780,0,0.0,MECKLENBURG:25780 (100.0%),direct_sf1_vtd:25780 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.5513
2024,2004,state_house,president,state_house_president_2004.json,67,True,0.999897,True,31.01,32.54,1.53,REP,REP,False,35633,35637,4,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.5322
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,40,True,1.000001,True,-6.6,-7.31,-0.71,DEM,DEM,False,36369,37807,1438,31198,82.52,31198,0,0.0,MECKLENBURG:31198 (100.0%),direct_sf1_vtd:31198 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.5008
2024,2004,state_senate,president,state_senate_president_2004.json,12,True,0.999999,True,27.08,25.63,-1.45,REP,REP,False,53735,53601,-134,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.4999
2024,2004,state_senate,governor,state_senate_governor_2004.json,42,True,0.999999,True,11.92,13.22,1.3,REP,REP,False,86532,85796,-736,57414,66.92,57414,0,0.0,MECKLENBURG:57414 (100.0%),direct_sf1_vtd:57414 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.4701
2024,2004,state_house,governor,state_house_governor_2004.json,10,True,0.999996,True,-1.03,-0.48,0.55,DEM,DEM,False,30949,29532,-1417,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.4657
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,27,True,1.000001,True,16.08,16.7,0.62,REP,REP,False,47895,49910,2015,44793,89.75,36780,8013,17.89,GUILFORD:44793 (100.0%),direct_sf1_vtd:36780 (82.1%); historical_plan_cell:8013 (17.9%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.4614
2024,2004,state_house,governor,state_house_governor_2004.json,79,True,0.999996,True,-16.94,-15.76,1.18,DEM,DEM,False,37240,37751,511,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.4544
2024,2004,state_house,governor,state_house_governor_2004.json,115,True,0.999996,True,-17.96,-19.32,-1.36,DEM,DEM,False,33092,32957,-135,17912,54.35,0,17912,100.0,BUNCOMBE:17912 (100.0%),historical_plan_cell:17912 (100.0%),review,Most linked urban votes use a shared historical plan-cell allocation.,1.4416
2024,2004,state_house,president,state_house_president_2004.json,27,True,0.999897,True,-21.01,-22.44,-1.43,DEM,DEM,False,36444,36444,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.43
2024,2004,state_house,president,state_house_president_2004.json,47,True,0.999897,True,-14.22,-15.34,-1.12,DEM,DEM,False,25027,24674,-353,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.4021
2022,2004,state_house,president,state_house_president_2004.json,40,True,1.000002,True,17.89,18.0,0.11,REP,REP,False,39651,37115,-2536,25556,68.86,19105,6451,25.24,WAKE:25556 (100.0%),direct_sf1_vtd:19105 (74.8%); historical_plan_cell:6451 (25.2%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.3892
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,103,True,1.0,True,37.29,37.73,0.44,REP,REP,False,23095,24188,1093,19757,81.68,19757,0,0.0,MECKLENBURG:19757 (100.0%),direct_sf1_vtd:19757 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.3865
2024,2004,state_senate,president,state_senate_president_2004.json,34,True,0.999999,True,35.84,34.5,-1.34,REP,REP,False,58020,58123,103,0,0.0,0,0,7.18,MECKLENBURG:0 (100.0%),direct_sf1_vtd:0 (92.8%); historical_plan_cell:0 (7.2%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.3755
2024,2004,state_senate,governor,state_senate_governor_2004.json,16,True,0.999999,True,-20.53,-20.73,-0.2,DEM,DEM,False,91151,85849,-5302,57405,66.87,46029,11376,19.82,WAKE:57405 (100.0%),direct_sf1_vtd:46029 (80.2%); historical_plan_cell:11376 (19.8%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.3633
2022,2004,state_house,president,state_house_president_2004.json,57,True,1.000002,True,8.97,9.8,0.83,REP,REP,False,35861,36808,947,22198,60.31,19377,2821,12.71,GUILFORD:22198 (100.0%),direct_sf1_vtd:19377 (87.3%); historical_plan_cell:2821 (12.7%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.3582
2022,2004,state_house,governor,state_house_governor_2004.json,40,True,1.000003,True,-7.59,-7.53,0.06,DEM,DEM,False,39824,37266,-2558,25537,68.53,19083,6454,25.27,WAKE:25537 (100.0%),direct_sf1_vtd:19083 (74.7%); historical_plan_cell:6454 (25.3%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.3447
2024,2004,state_senate,governor,state_senate_governor_2004.json,9,True,0.999999,True,-18.08,-16.8,1.28,DEM,DEM,False,71117,71211,94,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.3064
2022,2004,state_senate,governor,state_senate_governor_2004.json,15,True,0.999999,True,-25.24,-26.22,-0.98,DEM,DEM,False,79748,78585,-1163,52376,66.65,46837,5539,10.58,WAKE:52376 (100.0%),direct_sf1_vtd:46837 (89.4%); historical_plan_cell:5539 (10.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.2717
2022,2004,state_house,governor,state_house_governor_2004.json,11,True,1.000003,True,-21.16,-21.88,-0.72,DEM,DEM,False,30244,31070,826,19840,63.86,17759,2081,10.49,WAKE:19840 (100.0%),direct_sf1_vtd:17759 (89.5%); historical_plan_cell:2081 (10.5%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.2662
2024,2004,state_house,governor,state_house_governor_2004.json,105,True,0.999996,True,15.45,16.29,0.84,REP,REP,False,38563,39370,807,26355,66.94,26355,0,0.0,MECKLENBURG:26355 (100.0%),direct_sf1_vtd:26355 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.2585
2024,2004,state_senate,president,state_senate_president_2004.json,30,True,0.999999,True,44.51,43.32,-1.19,REP,REP,False,76172,76040,-132,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.2247
2024,2004,state_senate,president,state_senate_president_2004.json,8,True,0.999999,True,3.8,4.76,0.96,REP,REP,False,68694,69602,908,7731,11.11,7731,1,0.01,NEW HANOVER:7731 (100.0%),direct_sf1_vtd:7731 (100.0%); historical_plan_cell:1 (0.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.2244
2022,2004,state_house,president,state_house_president_2004.json,34,True,1.000002,True,2.35,2.02,-0.33,REP,REP,False,44666,42669,-1997,29269,68.59,26098,3170,10.83,WAKE:29269 (100.0%),direct_sf1_vtd:26098 (89.2%); historical_plan_cell:3170 (10.8%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.2242
2024,2004,state_house,president,state_house_president_2004.json,64,True,0.999897,True,24.61,25.66,1.05,REP,REP,False,26213,26422,209,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.2095
2024,2004,state_house,governor,state_house_governor_2004.json,47,True,0.999996,True,-47.33,-48.29,-0.96,DEM,DEM,False,25734,25415,-319,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.2079
2022,2004,state_house,governor,state_house_governor_2004.json,41,True,1.000003,True,-15.7,-15.91,-0.21,DEM,DEM,False,38795,36866,-1929,25309,68.65,20195,5115,20.21,WAKE:25309 (100.0%),direct_sf1_vtd:20195 (79.8%); historical_plan_cell:5115 (20.2%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.2045
2024,2004,state_house,governor,state_house_governor_2004.json,100,True,0.999996,True,-15.28,-15.08,0.2,DEM,DEM,False,31090,29550,-1540,19722,66.74,19722,0,0.0,MECKLENBURG:19722 (100.0%),direct_sf1_vtd:19722 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.1907
2022,2004,state_house,governor,state_house_governor_2004.json,57,True,1.000003,True,-15.05,-14.39,0.66,DEM,DEM,False,35651,36584,933,22046,60.26,19257,2789,12.65,GUILFORD:22046 (100.0%),direct_sf1_vtd:19257 (87.4%); historical_plan_cell:2789 (12.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.1834
2024,2004,state_house,governor,state_house_governor_2004.json,70,True,0.999996,True,18.58,17.84,-0.74,REP,REP,False,31965,31257,-708,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.183
2024,2004,state_senate,governor,state_senate_governor_2004.json,25,True,0.999999,True,2.02,1.28,-0.74,REP,REP,False,70575,69069,-1506,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.1668
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,106,True,1.0,True,12.23,12.21,-0.02,REP,REP,False,10724,11330,606,9310,82.17,7505,1805,19.39,MECKLENBURG:9310 (100.0%),direct_sf1_vtd:7505 (80.6%); historical_plan_cell:1805 (19.4%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.1502
2024,2004,state_house,president,state_house_president_2004.json,63,True,0.999897,True,19.79,20.81,1.02,REP,REP,False,27964,27787,-177,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.1466
2024,2004,state_house,governor,state_house_governor_2004.json,4,True,0.999996,True,-13.31,-13.26,0.05,DEM,DEM,False,26146,27554,1408,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.127
2024,2004,state_house,president,state_house_president_2004.json,3,True,0.999897,True,25.43,26.07,0.64,REP,REP,False,33998,33238,-760,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.0871
2024,2004,state_house,governor,state_house_governor_2004.json,25,True,0.999996,True,-23.41,-24.36,-0.95,DEM,DEM,False,36304,36063,-241,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.0828
2022,2004,state_house,president,state_house_president_2004.json,41,True,1.000002,True,7.83,7.75,-0.08,REP,REP,False,38763,36829,-1934,25333,68.79,20202,5131,20.26,WAKE:25333 (100.0%),direct_sf1_vtd:20202 (79.7%); historical_plan_cell:5131 (20.3%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.0779
2024,2004,state_house,governor,state_house_governor_2004.json,24,True,0.999996,True,-21.2,-20.21,0.99,DEM,DEM,False,32205,32346,141,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.0776
2024,2004,state_senate,president,state_senate_president_2004.json,33,True,0.999999,True,37.67,36.61,-1.06,REP,REP,False,77420,77469,49,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.0727
2022,2004,state_house,governor,state_house_governor_2004.json,34,True,1.000003,True,-20.09,-20.25,-0.16,DEM,DEM,False,44736,42722,-2014,29299,68.58,26126,3173,10.83,WAKE:29299 (100.0%),direct_sf1_vtd:26126 (89.2%); historical_plan_cell:3173 (10.8%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.0604
2024,2004,state_senate,governor,state_senate_governor_2004.json,13,True,0.999999,True,-2.49,-2.64,-0.15,DEM,DEM,False,53078,55447,2369,38154,68.81,29899,8254,21.63,WAKE:38154 (100.0%),direct_sf1_vtd:29899 (78.4%); historical_plan_cell:8254 (21.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.0426
2024,2004,state_house,president,state_house_president_2004.json,24,True,0.999897,True,7.93,8.89,0.96,REP,REP,False,32341,32470,129,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.0398
2022,2004,state_house,president,state_house_president_2004.json,66,True,1.000002,True,-10.06,-10.67,-0.61,DEM,DEM,False,38975,39750,775,15461,38.9,12748,2713,17.55,WAKE:15461 (100.0%),direct_sf1_vtd:12748 (82.5%); historical_plan_cell:2713 (17.5%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.0077
2022,2004,state_house,president,state_house_president_2004.json,11,True,1.000002,True,-2.94,-3.39,-0.45,DEM,DEM,False,30405,31241,836,19916,63.75,17839,2077,10.43,WAKE:19916 (100.0%),direct_sf1_vtd:17839 (89.6%); historical_plan_cell:2077 (10.4%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.9999
2024,2004,state_senate,governor,state_senate_governor_2004.json,29,True,0.999999,True,-5.76,-5.09,0.67,DEM,DEM,False,81100,82371,1271,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.9834
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,38,True,1.000001,True,-31.69,-31.87,-0.18,DEM,DEM,False,33507,32211,-1296,26739,83.01,24934,1805,6.75,MECKLENBURG:26739 (100.0%),direct_sf1_vtd:24934 (93.2%); historical_plan_cell:1805 (6.8%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.9536
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,20,True,1.0,True,22.93,22.28,-0.65,REP,REP,False,25518,25147,-371,24994,99.39,22330,2664,10.66,NEW HANOVER:24994 (100.0%),direct_sf1_vtd:22330 (89.3%); historical_plan_cell:2664 (10.7%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.9408
2024,2004,state_house,president,state_house_president_2004.json,51,True,0.999897,True,23.52,23.07,-0.45,REP,REP,False,26918,26260,-658,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.9389
2024,2004,state_house,president,state_house_president_2004.json,16,True,0.999897,True,25.41,24.55,-0.86,REP,REP,False,21752,21669,-83,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.9363
2022,2004,state_senate,governor,state_senate_governor_2004.json,41,True,0.999999,True,-27.74,-27.27,0.47,DEM,DEM,False,56780,58101,1321,38716,66.64,37521,1194,3.08,MECKLENBURG:38716 (100.0%),direct_sf1_vtd:37521 (96.9%); historical_plan_cell:1194 (3.1%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.9353
2024,2004,state_house,governor,state_house_governor_2004.json,109,True,0.999996,True,7.71,7.92,0.21,REP,REP,False,24899,25794,895,19586,75.93,19586,0,0.0,GASTON:19586 (100.0%),direct_sf1_vtd:19586 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.9289
