line_year,year,chamber,contest,file,district,baseline_usable,baseline_statewide_vote_ratio,candidate_statewide_complete,production_margin_pct,staged_margin_pct,staged_minus_production_pp,production_winner,staged_winner,winner_flip,production_total_votes,staged_total_votes,staged_minus_production_votes,linked_urban_votes,linked_urban_share_of_staged_pct,direct_vtd_linked_votes,historical_plan_cell_linked_votes,historical_plan_cell_share_pct,top_linked_urban_counties,linkage_method_mix,disposition,reason,rank_score
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,48,True,1.0,True,-18.23,-18.23,0.0,DEM,DEM,False,13837,13837,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,50,True,1.0,True,-23.46,-23.46,0.0,DEM,DEM,False,22875,22875,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,51,True,1.0,True,16.58,16.58,0.0,REP,REP,False,18302,18302,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,52,True,1.0,True,3.6,3.6,0.0,REP,REP,False,21704,21704,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,54,True,1.0,True,7.29,7.29,0.0,REP,REP,False,12602,12602,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,55,True,1.0,True,2.22,2.22,0.0,REP,REP,False,19893,19893,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,56,True,1.0,True,-29.77,-29.77,0.0,DEM,DEM,False,23352,23352,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,63,True,1.0,True,5.93,5.93,0.0,REP,REP,False,16929,16929,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,64,True,1.0,True,33.42,33.42,0.0,REP,REP,False,17849,17849,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,65,True,1.0,True,6.85,6.85,0.0,REP,REP,False,26610,26610,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,67,True,1.0,True,19.64,19.64,0.0,REP,REP,False,25797,25797,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,68,True,1.0,True,44.25,44.25,0.0,REP,REP,False,8806,8806,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,71,True,1.0,True,-13.66,-13.66,0.0,DEM,DEM,False,19305,19305,0,17532,90.82,17532,0,0.0,FORSYTH:17532 (100.0%),direct_sf1_vtd:17532 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,76,True,1.0,True,23.77,23.77,0.0,REP,REP,False,21582,21582,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,77,True,1.0,True,40.71,40.71,0.0,REP,REP,False,25395,25395,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,78,True,1.0,True,34.86,34.86,0.0,REP,REP,False,20200,20200,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,79,True,1.0,True,14.74,14.74,0.0,REP,REP,False,28295,28295,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,82,True,1.0,True,31.16,31.16,0.0,REP,REP,False,16228,16228,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,83,True,1.0,True,38.07,38.07,0.0,REP,REP,False,23343,23343,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,84,True,1.0,True,24.98,24.98,0.0,REP,REP,False,16687,16687,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,85,True,1.0,True,19.18,19.18,0.0,REP,REP,False,28306,28306,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,86,True,1.0,True,12.37,12.37,0.0,REP,REP,False,26067,26067,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,87,True,1.0,True,21.49,21.49,0.0,REP,REP,False,23792,23792,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,89,True,1.0,True,31.47,31.47,0.0,REP,REP,False,18707,18707,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,90,True,1.0,True,21.51,21.51,0.0,REP,REP,False,22248,22248,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,93,True,1.0,True,10.41,10.41,0.0,REP,REP,False,27142,27142,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,94,True,1.0,True,22.82,22.82,0.0,REP,REP,False,27820,27820,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,95,True,1.0,True,32.02,32.02,0.0,REP,REP,False,15731,15731,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,96,True,1.0,True,29.32,29.32,0.0,REP,REP,False,22579,22579,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,113,True,1.0,True,19.23,19.23,0.0,REP,REP,False,25278,25278,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,114,True,1.0,True,-14.43,-14.43,0.0,DEM,DEM,False,21109,21109,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,115,True,1.0,True,13.6,13.6,0.0,REP,REP,False,19449,19449,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,116,True,1.0,True,1.77,1.77,0.0,REP,REP,False,22921,22921,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,117,True,1.0,True,28.4,28.4,0.0,REP,REP,False,24146,24146,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,118,True,1.0,True,-5.59,-5.59,0.0,DEM,DEM,False,25240,25240,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,119,True,1.0,True,1.74,1.74,0.0,REP,REP,False,24317,24317,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,120,True,1.0,True,14.98,14.98,0.0,REP,REP,False,27731,27731,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,1,True,0.999999,True,-11.38,-11.38,0.0,DEM,DEM,False,77555,77555,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,2,True,0.999999,True,-8.91,-8.91,0.0,DEM,DEM,False,80062,80062,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,3,True,0.999999,True,-38.73,-38.73,0.0,DEM,DEM,False,81240,81240,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,4,True,0.999999,True,-11.07,-11.07,0.0,DEM,DEM,False,77342,77342,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,5,True,0.999999,True,-27.03,-27.03,0.0,DEM,DEM,False,74049,74049,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,6,True,0.999999,True,3.89,3.89,0.0,REP,REP,False,37337,37337,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,9,True,0.999999,True,-16.81,-16.81,0.0,DEM,DEM,False,71212,71212,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,11,True,0.999999,True,-26.68,-26.68,0.0,DEM,DEM,False,74934,74934,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,23,True,0.999999,True,-39.1,-39.1,0.0,DEM,DEM,False,88201,88201,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,24,True,0.999999,True,-37.17,-37.17,0.0,DEM,DEM,False,56406,56406,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,25,True,0.999999,True,0.7,0.7,0.0,REP,REP,False,69908,69908,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,33,True,0.999999,True,4.61,4.61,0.0,REP,REP,False,76879,76879,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,36,True,0.999999,True,7.39,7.39,0.0,REP,REP,False,84482,84482,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,45,True,0.999999,True,9.22,9.22,0.0,REP,REP,False,79323,79323,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,governor,state_senate_governor_2004.json,50,True,0.999999,True,-4.58,-4.58,0.0,DEM,DEM,False,82868,82868,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,1,True,0.999997,True,19.54,19.54,0.0,REP,REP,False,78919,78919,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,2,True,0.999997,True,22.01,22.01,0.0,REP,REP,False,80502,80502,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,3,True,0.999997,True,-9.64,-9.64,0.0,DEM,DEM,False,81509,81509,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,4,True,0.999997,True,16.87,16.87,0.0,REP,REP,False,77063,77063,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,5,True,0.999997,True,-1.4,-1.4,0.0,DEM,DEM,False,74722,74722,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,6,True,0.999997,True,39.26,39.26,0.0,REP,REP,False,37287,37287,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,9,True,0.999997,True,12.97,12.97,0.0,REP,REP,False,71230,71230,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,11,True,0.999997,True,8.85,8.85,0.0,REP,REP,False,74159,74159,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,23,True,0.999997,True,-21.41,-21.41,0.0,DEM,DEM,False,88725,88725,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,24,True,0.999997,True,-6.65,-6.65,0.0,DEM,DEM,False,56432,56432,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,25,True,0.999997,True,27.78,27.78,0.0,REP,REP,False,69520,69520,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,33,True,0.999997,True,36.61,36.61,0.0,REP,REP,False,77469,77469,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,36,True,0.999997,True,41.98,41.98,0.0,REP,REP,False,83986,83986,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,45,True,0.999997,True,36.58,36.58,0.0,REP,REP,False,80818,80818,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2004,state_senate,president,state_senate_president_2004.json,50,True,0.999997,True,19.49,19.49,0.0,REP,REP,False,83615,83615,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,1,True,1.000001,True,8.9,8.9,0.0,REP,REP,False,55454,55454,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,2,True,1.000001,True,13.82,13.82,0.0,REP,REP,False,59024,59024,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,3,True,1.000001,True,-23.25,-23.25,0.0,DEM,DEM,False,57281,57281,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,4,True,1.000001,True,12.33,12.33,0.0,REP,REP,False,50966,50966,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,5,True,1.000001,True,-2.74,-2.74,0.0,DEM,DEM,False,48305,48305,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,6,True,1.000001,True,23.66,23.66,0.0,REP,REP,False,23531,23531,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,9,True,1.000001,True,-1.84,-1.84,0.0,DEM,DEM,False,51956,51956,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,11,True,1.000001,True,4.57,4.57,0.0,REP,REP,False,49990,49990,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,23,True,1.000001,True,-19.21,-19.21,0.0,DEM,DEM,False,56706,56706,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,24,True,1.000001,True,-23.12,-23.12,0.0,DEM,DEM,False,34474,34474,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,25,True,1.000001,True,23.02,23.02,0.0,REP,REP,False,43708,43708,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,33,True,1.000001,True,28.7,28.7,0.0,REP,REP,False,54298,54298,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,36,True,1.000001,True,26.16,26.16,0.0,REP,REP,False,61635,61635,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,45,True,1.000001,True,28.66,28.66,0.0,REP,REP,False,55738,55738,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,46,True,1.000001,True,10.84,10.84,0.0,REP,REP,False,53253,53253,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,47,True,1.000001,True,10.45,10.45,0.0,REP,REP,False,69115,69115,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,48,True,1.000001,True,23.69,23.69,0.0,REP,REP,False,54210,54210,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,49,True,1.000001,True,-2.61,-2.61,0.0,DEM,DEM,False,47583,47583,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,50,True,1.000001,True,6.72,6.72,0.0,REP,REP,False,61629,61629,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2004,state_house,governor,state_house_governor_2004.json,5,True,0.999996,True,-29.8,-29.8,0.0,DEM,DEM,False,29198,29198,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2004,state_house,governor,state_house_governor_2004.json,27,True,0.999996,True,-49.69,-49.69,0.0,DEM,DEM,False,36531,36531,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,1,True,1.0,True,0.73,0.73,0.0,REP,REP,False,22129,22129,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,2,True,1.0,True,6.76,6.76,0.0,REP,REP,False,24416,24416,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,3,True,1.0,True,20.2,20.2,0.0,REP,REP,False,22462,22462,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,4,True,1.0,True,2.94,2.94,0.0,REP,REP,False,19512,19512,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,5,True,1.0,True,-23.18,-23.18,0.0,DEM,DEM,False,17194,17194,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,6,True,1.0,True,15.7,15.7,0.0,REP,REP,False,14502,14502,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,7,True,1.0,True,0.38,0.38,0.0,REP,REP,False,16315,16315,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,8,True,1.0,True,-10.22,-10.22,0.0,DEM,DEM,False,14590,14590,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,9,True,1.0,True,23.21,23.21,0.0,REP,REP,False,19643,19643,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,10,True,1.0,True,24.49,24.49,0.0,REP,REP,False,19317,19317,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,11,True,1.0,True,16.58,16.58,0.0,REP,REP,False,26674,26674,0,23602,88.48,19925,3677,15.58,WAKE:23602 (100.0%),direct_sf1_vtd:19925 (84.4%); historical_plan_cell:3677 (15.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,12,True,1.0,True,1.07,1.07,0.0,REP,REP,False,26429,26429,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,13,True,1.0,True,23.83,23.83,0.0,REP,REP,False,23400,23400,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,14,True,1.0,True,17.66,17.66,0.0,REP,REP,False,8352,8352,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,15,True,1.0,True,26.07,26.07,0.0,REP,REP,False,12341,12341,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,16,True,1.0,True,8.92,8.92,0.0,REP,REP,False,15252,15252,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,17,True,1.0,True,4.9,4.9,0.0,REP,REP,False,15337,15337,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,18,True,1.0,True,-7.17,-7.17,0.0,DEM,DEM,False,19758,19758,0,20292,102.7,17652,2640,13.01,NEW HANOVER:20292 (100.0%),direct_sf1_vtd:17652 (87.0%); historical_plan_cell:2640 (13.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,19,True,1.0,True,19.67,19.67,0.0,REP,REP,False,21471,21471,0,10584,49.29,9575,1008,9.53,NEW HANOVER:10584 (100.0%),direct_sf1_vtd:9575 (90.5%); historical_plan_cell:1008 (9.5%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,20,True,1.0,True,25.59,25.59,0.0,REP,REP,False,22461,22461,0,22115,98.46,19922,2193,9.92,NEW HANOVER:22115 (100.0%),direct_sf1_vtd:19922 (90.1%); historical_plan_cell:2193 (9.9%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,21,True,1.0,True,23.81,23.81,0.0,REP,REP,False,7433,7433,0,6444,86.69,4480,1964,30.48,WAKE:6444 (100.0%),direct_sf1_vtd:4480 (69.5%); historical_plan_cell:1964 (30.5%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,22,True,1.0,True,-3.78,-3.78,0.0,DEM,DEM,False,24897,24897,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,23,True,1.0,True,-27.78,-27.78,0.0,DEM,DEM,False,27485,27485,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,24,True,1.0,True,5.25,5.25,0.0,REP,REP,False,20364,20364,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,25,True,1.0,True,12.11,12.11,0.0,REP,REP,False,24574,24574,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,26,True,1.0,True,29.8,29.8,0.0,REP,REP,False,10408,10408,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,27,True,1.0,True,-29.11,-29.11,0.0,DEM,DEM,False,26703,26703,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,28,True,1.0,True,23.72,23.72,0.0,REP,REP,False,21021,21021,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
